student_id,session_id,session_start_ts,session_end_ts,event_count,total_duration_seconds,productive_duration_seconds,non_productive_duration_seconds,total_app_switches,switch_rate_per_min,typing_speed_mean,typing_speed_std,keystrokes_total,mouse_clicks_total,idle_time_total,mouse_coverage_mean,focus_percentage_mean,attention_time_total,attention_span_mean,compiler_runs_total,file_saves_total,compiler_count,app_category_time_share_ide,app_category_time_share_browser,app_category_time_share_games,app_category_time_share_media,app_category_time_share_other,top_app_name,top_app_category,low_mouse_coverage_ratio,repetitive_key_ratio,long_repeat_streak,spam_pattern_flag,non_productive_app_time_share,chrome_time_share,games_time_share,media_time_share,browser_non_edu_time_share,productive_time_share,idle_time_share,productivity_score
STU008,SES20250115_STU008_002,2025-01-15T11:05:00Z,2025-01-15T12:06:35Z,30,3817.0,610.0,2638.0,76.0,1.1946554886036154,23.156333333333333,14.37231029522471,22463.0,597.0,927.0,0.17359666666666668,44.12566666666667,1395.0,5.576666666666666,12.0,31.0,1,11.212994498297093,19.04637149593922,13.99004453759497,6.209064710505633,25.255436206444852,file_explorer,Browser,0.2,0.3354255030268656,90,1,69.11186795913021,38.77390620906471,13.99004453759497,6.209064710505633,38.77390620906471,15.981137018600997,24.286088551218235,0.0
STU008,SES20250115_STU008_003,2025-01-15T09:22:00Z,2025-01-15T10:21:15Z,30,3668.0,209.0,3113.0,73.0,1.1941112322791712,30.663333333333334,17.571972443512298,24569.0,644.0,1156.0,0.08048000000000001,35.84299999999999,1013.0,6.093,10.0,8.0,2,4.143947655398037,14.394765539803709,5.970556161395856,12.159214830970557,31.81570338058888,discord,Social,0.6333333333333333,0.47469718406329764,151,1,84.86913849509268,42.966194111232284,5.970556161395856,12.159214830970557,42.966194111232284,5.697928026172301,31.515812431842967,0.0
STU009,SES20250115_STU009_001,2025-01-15T10:16:00Z,2025-01-15T11:07:39Z,30,3274.0,1547.0,1336.0,92.0,1.6860109957238851,40.251,12.27544740528833,37591.0,641.0,545.0,0.25293333333333334,67.99233333333333,1501.0,7.403333333333333,87.0,146.0,6,26.11484422724496,17.501527183872938,2.443494196701283,2.5962125839951127,34.69761759315821,pycharm,IDE,0.03333333333333333,0.19601157293514448,154,1,40.80635308491142,25.992669517409894,2.443494196701283,2.5962125839951127,25.992669517409894,47.25106902871106,16.646304215027488,0.0
STU009,SES20250115_STU009_002,2025-01-15T10:59:00Z,2025-01-15T11:51:50Z,30,3335.0,1742.0,992.0,108.0,1.9430284857571214,41.01066666666667,16.389331882525155,39307.0,644.0,410.0,0.22558,62.00266666666666,1485.0,6.389666666666667,74.0,127.0,5,36.37181409295353,22.84857571214393,0.0,10.914542728635682,17.571214392803597,pycharm,IDE,0.0,0.24918349648205496,63,1,29.74512743628186,18.830584707646178,0.0,10.914542728635682,18.830584707646178,52.23388305847077,12.293853073463268,0.0
STU009,SES20250115_STU009_003,2025-01-15T12:40:00Z,2025-01-15T13:36:16Z,30,3495.0,2047.0,785.0,85.0,1.4592274678111588,39.356333333333325,13.375060992591978,36697.0,728.0,552.0,0.22337000000000004,71.169,1628.0,7.333333333333334,67.0,193.0,5,45.550786838340485,16.566523605150216,0.0,0.0,22.088698140200286,pycharm,IDE,0.0,0.23372506144531588,140,1,22.46065808297568,13.390557939914164,0.0,0.0,13.390557939914164,58.569384835479255,15.793991416309014,0.0
STU010,SES20250115_STU010_001,2025-01-15T11:52:00Z,2025-01-15T12:50:55Z,30,3679.0,3093.0,121.0,83.0,1.353628703452025,55.61866666666666,10.766034160987767,63576.0,1102.0,285.0,0.3187466666666667,81.36733333333335,2287.0,9.537666666666667,283.0,493.0,6,50.8018483283501,8.181571079097582,0.0,0.0,33.26991030171242,pycharm,IDE,0.0,0.23076613544549612,112,1,3.2889372111986956,3.2889372111986956,0.0,0.0,3.2889372111986956,84.07175863006252,7.746670290839902,49.82038985749233
STU010,SES20250115_STU010_002,2025-01-15T12:43:00Z,2025-01-15T13:38:37Z,30,3398.0,3100.0,0.0,84.0,1.483225426721601,55.15533333333333,8.456711233623203,58129.0,1152.0,202.0,0.3002433333333333,82.89266666666668,2237.0,9.849333333333334,192.0,438.0,6,45.14420247204238,2.8251912889935253,0.0,0.0,46.08593290170689,vscode,IDE,0.0,0.18075503698745013,6,0,0.0,0.0,0.0,0.0,0.0,91.23013537374926,5.94467333725721,84.5423778693349
STU010,SES20250115_STU010_003,2025-01-15T09:26:00Z,2025-01-15T10:26:04Z,30,3761.0,3268.0,0.0,110.0,1.7548524328636002,54.43233333333334,14.084563579402175,64972.0,1023.0,184.0,0.15113666666666664,80.37233333333334,2519.0,9.531333333333333,235.0,419.0,6,59.74474873703802,8.215900026588674,0.0,0.0,27.14703536293539,vscode,IDE,0.3,0.2879826604119445,153,1,0.0,0.0,0.0,0.0,0.0,86.8917840999734,4.892315873437916,53.387928742355754
STU011,SES20250115_STU011_001,2025-01-15T09:54:00Z,2025-01-15T10:53:36Z,30,3690.0,2213.0,1027.0,108.0,1.7560975609756098,40.53999999999999,13.75566598411966,42124.0,1026.0,574.0,0.10339333333333331,68.51966666666665,1642.0,7.155666666666666,106.0,151.0,6,19.91869918699187,10.70460704607046,2.791327913279133,3.685636856368564,47.34417344173442,terminal,Terminal,0.7,0.2619600697447087,102,1,27.831978319783197,15.528455284552845,2.791327913279133,3.685636856368564,15.528455284552845,59.972899728997284,15.555555555555555,0.0
STU011,SES20250115_STU011_002,2025-01-15T09:02:00Z,2025-01-15T09:53:38Z,30,3214.0,1870.0,910.0,97.0,1.8108276291225887,40.75066666666667,10.213712003424067,38326.0,729.0,395.0,0.21244333333333337,64.0,1561.0,7.397666666666667,81.0,123.0,5,46.70192906036092,19.22837585563161,0.0,6.160547604231487,15.619166148102053,pycharm,IDE,0.03333333333333333,0.24095632032119835,140,1,28.313627878033603,18.014934660858742,0.0,6.160547604231487,18.014934660858742,58.18294959551961,12.289981331673927,0.0
STU011,SES20250115_STU011_003,2025-01-15T11:04:00Z,2025-01-15T12:05:28Z,30,3748.0,1595.0,1309.0,101.0,1.6168623265741728,38.447,16.19719937725861,42909.0,646.0,476.0,0.23837666666666665,63.81066666666668,1770.0,6.9703333333333335,75.0,143.0,5,20.250800426894344,31.803628601921023,0.0,5.683030949839915,29.562433297758805,instagram,Browser,0.0,0.24593488504739477,96,1,34.92529348986126,21.985058697972253,0.0,5.683030949839915,21.985058697972253,42.55602988260406,12.700106723585913,0.0
STU012,SES20250115_STU012_001,2025-01-15T11:34:00Z,2025-01-15T12:33:57Z,30,3719.0,1514.0,1668.0,89.0,1.4358698574885722,39.023333333333326,13.017277322423798,40790.0,650.0,643.0,0.15063000000000004,64.06333333333333,1708.0,6.970000000000001,46.0,125.0,5,19.62893250873891,16.886259747243884,0.0,4.114009142242538,42.081204624899165,pycharm,IDE,0.2,0.26156893196307235,44,1,44.850766335036305,24.200053777897285,0.0,4.114009142242538,24.200053777897285,40.70986824415165,17.2895939768755,0.0
STU012,SES20250115_STU012_002,2025-01-15T11:30:00Z,2025-01-15T12:27:48Z,30,3626.0,1766.0,1429.0,105.0,1.7374517374517375,42.19933333333334,16.221752254988427,42438.0,906.0,620.0,0.18154000000000003,59.85933333333333,1683.0,7.95,46.0,168.0,5,34.80419194704909,16.795366795366796,0.0,1.709873138444567,29.591836734693878,vscode,IDE,0.16666666666666666,0.22997252027408754,66,1,39.409817981246555,22.00772200772201,0.0,1.709873138444567,22.00772200772201,48.70380584666299,17.09873138444567,0.0
STU012,SES20250115_STU012_003,2025-01-15T12:45:00Z,2025-01-15T13:44:14Z,30,3727.0,1387.0,1165.0,103.0,1.6581701100080493,37.55766666666667,15.624286156138107,40880.0,833.0,584.0,0.14067333333333332,62.060666666666656,1857.0,7.900333333333334,77.0,163.0,5,17.171988194258116,23.155352830694927,2.2538234504963777,5.473571236919775,36.27582506037027,terminal,Browser,0.36666666666666664,0.20860945877193898,180,1,31.25838475986048,16.28655755299168,2.2538234504963777,5.473571236919775,16.28655755299168,37.21491816474376,15.669439227260531,0.0
STU013,SES20250115_STU013_001,2025-01-15T10:31:00Z,2025-01-15T11:31:41Z,30,3815.0,3329.0,157.0,118.0,1.855832241153342,54.15533333333334,8.903454285962399,65413.0,989.0,190.0,0.22576,82.49366666666667,2521.0,9.373,243.0,411.0,6,46.99868938401048,7.758846657929226,0.0,0.0,40.262123197903016,vscode,IDE,0.0,0.20393797571014644,66,0,4.115334207077327,4.115334207077327,0.0,0.0,4.115334207077327,87.2608125819135,4.980340760157274,54.22793484366223
STU013,SES20250115_STU013_002,2025-01-15T11:55:00Z,2025-01-15T12:50:27Z,30,3500.0,2777.0,739.0,108.0,1.8514285714285714,57.056333333333335,8.018558674863096,62364.0,865.0,220.0,0.3461999999999999,79.93900000000001,2384.0,9.283666666666667,188.0,376.0,6,34.97142857142857,4.542857142857143,0.0,1.7428571428571429,52.457142857142856,terminal,IDE,0.0,0.18822707749933165,27,0,21.114285714285714,11.285714285714285,0.0,1.7428571428571429,11.285714285714285,79.34285714285714,6.2857142857142865,17.46612244897959
STU013,SES20250115_STU013_003,2025-01-15T11:15:00Z,2025-01-15T12:13:23Z,30,3628.0,2099.0,982.0,95.0,1.5711135611907387,53.914333333333325,8.114232632986448,61383.0,923.0,213.0,0.15646,80.13899999999998,2293.0,9.377999999999998,125.0,206.0,5,27.37045203969129,25.0,1.4332965821389196,5.347298787210584,34.97794928335171,docs,IDE,0.3,0.20467726131847855,42,0,27.067254685777286,20.286659316427784,1.4332965821389196,5.347298787210584,20.286659316427784,57.85556780595369,5.871003307607498,0.0
STU014,SES20250115_STU014_001,2025-01-15T12:07:00Z,2025-01-15T13:02:18Z,30,3401.0,381.0,2650.0,84.0,1.4819170832108204,32.36633333333334,19.2744721472614,24309.0,450.0,1119.0,0.11817000000000001,45.16833333333333,821.0,5.933333333333333,35.0,14.0,3,7.556600999705969,15.466039400176419,12.143487209644222,4.028226992061159,27.903557777124377,steam,Browser,0.5333333333333333,0.2827728897079748,72,1,77.91825933548957,40.75271978829756,12.143487209644222,4.028226992061159,40.75271978829756,11.202587474272272,32.902087621287855,0.0
STU014,SES20250115_STU014_002,2025-01-15T12:46:00Z,2025-01-15T13:44:13Z,30,3606.0,625.0,2662.0,81.0,1.3477537437603992,25.649333333333338,17.744800728351077,24521.0,448.0,784.0,0.16948333333333337,44.77466666666666,1275.0,5.6083333333333325,22.0,40.0,4,11.17581808097615,20.216306156405988,9.04048807542984,16.112035496394896,21.713810316139767,spotify,Browser,0.23333333333333334,0.3585114130536588,96,1,73.82140876317249,39.32334997226844,9.04048807542984,16.112035496394896,39.32334997226844,17.33222407099279,21.741541874653354,0.0
STU014,SES20250115_STU014_003,2025-01-15T11:30:00Z,2025-01-15T12:29:59Z,30,3767.0,457.0,3248.0,82.0,1.306079108043536,24.491333333333333,17.38121969892281,20599.0,575.0,1125.0,0.11563333333333332,49.38,1074.0,5.108666666666666,19.0,45.0,1,7.618794796920627,20.706132200690206,6.955136713565172,11.945845500398194,22.909477037430314,instagram,Browser,0.43333333333333335,0.415673318844991,264,1,86.22245818954075,48.92487390496416,6.955136713565172,11.945845500398194,48.92487390496416,12.131669763737722,29.86461375099549,0.0
STU015,SES20250115_STU015_001,2025-01-15T10:23:00Z,2025-01-15T11:19:50Z,30,3473.0,2971.0,426.0,106.0,1.8312697955657933,54.845,9.629250490043345,60044.0,836.0,211.0,0.27004333333333336,82.87933333333334,2296.0,9.981666666666667,282.0,449.0,6,50.21595162683559,0.0,0.0,6.133026202130723,37.57558306939245,terminal,IDE,0.0,0.2137457908145276,41,1,12.266052404261446,6.133026202130723,0.0,6.133026202130723,6.133026202130723,85.54563777713791,6.075439101641232,37.01976471556085
STU015,SES20250115_STU015_002,2025-01-15T12:13:00Z,2025-01-15T13:15:21Z,30,3824.0,3116.0,624.0,101.0,1.5847280334728033,54.00366666666667,9.1473560782459,65455.0,1079.0,229.0,0.25884333333333337,83.36,2404.0,9.889333333333333,217.0,416.0,6,41.23953974895397,6.956066945606694,0.0,2.8242677824267783,42.99163179916318,terminal,IDE,0.0,0.23216968371688468,78,1,16.317991631799163,10.747907949790795,0.0,2.8242677824267783,10.747907949790795,81.48535564853556,5.9884937238493725,23.367248206814097
STU015,SES20250115_STU015_003,2025-01-15T10:15:00Z,2025-01-15T11:09:14Z,30,3339.0,2621.0,454.0,76.0,1.3656783468104223,57.56966666666667,8.912358641546891,60809.0,997.0,176.0,0.21094666666666667,83.38733333333334,2205.0,9.004999999999999,249.0,371.0,6,53.96825396825397,8.056304282719378,0.0,4.672057502246182,28.03234501347709,pycharm,IDE,0.03333333333333333,0.25764304202126537,87,1,13.596885294998504,8.924827792752321,0.0,4.672057502246182,8.924827792752321,78.49655585504642,5.271039233303385,25.66311556068969
STU016,SES20250115_STU016_001,2025-01-15T10:07:00Z,2025-01-15T11:06:16Z,30,3720.0,2851.0,500.0,97.0,1.564516129032258,54.859,11.06441332983061,63241.0,940.0,236.0,0.28665333333333337,83.069,2315.0,9.363333333333333,282.0,434.0,6,47.634408602150536,7.473118279569893,0.0,0.0,38.54838709677419,pycharm,IDE,0.0,0.1772890643536644,6,0,13.440860215053762,7.231182795698925,0.0,0.0,7.231182795698925,76.63978494623656,6.344086021505377,43.174884792626735
STU016,SES20250115_STU016_002,2025-01-15T11:45:00Z,2025-01-15T12:37:19Z,30,3244.0,2254.0,575.0,106.0,1.9605425400739827,55.904333333333334,10.952990667190196,56002.0,984.0,200.0,0.34906000000000004,81.54266666666668,2197.0,9.532999999999998,166.0,303.0,6,47.287299630086316,13.655980271270037,4.778051787916153,3.020961775585697,25.092478421701603,pycharm,IDE,0.0,0.267159126925299,91,1,17.725030826140568,9.926017262638718,4.778051787916153,3.020961775585697,9.926017262638718,69.48212083847103,6.165228113440198,9.545886912101473
STU016,SES20250115_STU016_003,2025-01-15T09:48:00Z,2025-01-15T10:42:40Z,30,3385.0,2804.0,648.0,101.0,1.7902511078286558,56.458,10.768972219606972,60625.0,1046.0,148.0,0.2674566666666667,82.64066666666666,2213.0,9.901333333333335,189.0,226.0,5,39.94091580502216,0.0,7.562776957163958,0.0,48.12407680945347,docs,IDE,0.0,0.22371998964212084,55,1,19.14327917282127,9.571639586410635,7.562776957163958,0.0,9.571639586410635,82.83604135893648,4.372230428360414,22.94340578181051
STU017,SES20250115_STU017_001,2025-01-15T09:30:00Z,2025-01-15T10:26:09Z,30,3480.0,1832.0,938.0,96.0,1.6551724137931034,40.473,15.349000434338821,41297.0,682.0,423.0,0.2672366666666666,68.64033333333334,1644.0,8.483,81.0,105.0,4,23.189655172413794,19.137931034482758,0.0,6.810344827586206,38.70689655172414,pycharm,IDE,0.0,0.264501480824699,104,1,26.95402298850575,17.586206896551722,0.0,6.810344827586206,17.586206896551722,52.643678160919535,12.155172413793103,0.0
STU017,SES20250115_STU017_002,2025-01-15T11:57:00Z,2025-01-15T12:54:54Z,30,3645.0,1548.0,2229.0,94.0,1.5473251028806585,42.13566666666667,11.74643710048096,44064.0,746.0,506.0,0.1935066666666666,65.25533333333334,1710.0,7.496999999999999,68.0,108.0,4,19.8079561042524,18.68312757201646,4.993141289437586,12.016460905349795,30.617283950617285,pycharm,IDE,0.06666666666666667,0.38026377487640095,140,1,61.15226337448559,36.18655692729767,4.993141289437586,12.016460905349795,36.18655692729767,42.46913580246914,13.882030178326474,0.0
